Chapter,Title,Question,Answer
2.6,ဦးဖေမောင်တင်,ဆရာကြီးဦးဖေမောင်တင် ပြုစုရေးသားခဲ့တဲ့စာအုပ်တွေက ဘာတွေလဲ။,"မြန်မာစာပေသမိုင်း၊ အထက်တန်းစကားပြေကောက်နုတ်ချက်၊ အထက်တန်းကဗျာကောက်နုတ်ချက်၊
သူငယ်တန်းမှ စတုတ္ထတန်းအထိ ခေတ်မီမြန်မာဖတ်စာသစ်များ၊ ဘာသာလောကကျမ်း၊ မြန်မာဝါကျဖွဲ့ထုံးကျမ်း၊
မြန်မာသဒ္ဒါကျမ်းတို့ ဖြစ်သည်။
"
2.7,အဖြူနဲ့အနက်,ရသစာတမ်း၏အဓိပ္ပာယ်ကို ဖော်ပြပါ။,စာရေးသူက ကိုယ်တိုင်တွေးမြင် တွေ့ကြုံခံစားရသည့် အတွေးအမြင် အတွေ့အကြုံကို ရသပါအောင် ပြေပြေပြစ်ပြစ် ရေးသားထားသော စာမျိုးဖြစ်ပြီး စာဖတ်သူအား ခံစားမှုနှင့်ယှဉ်သော အတွေးအမြင်ကို ပေးစွမ်းနိုင်သည်။
2.7,အဖြူနဲ့အနက်,ရသစာတမ်းခေါင်းစဉ်ပါ အဖြူနှင့်အနက်သဘောက ဘာကိုရည်ညွှန်းသလဲ။,"ဝမ်းသာမှုသဘောသည် ရွှင်လန်းသည်။ ပေါ့ပါးသည်။ ထို့ကြောင့် အဖြူ၊
ဝမ်းနည်းမှုသဘောတူ ထိုင်းမှိုင်းသည်။ လေးလံသည်။ ထို့ကြောင့် အနက်။
"
2.7,အဖြူနဲ့အနက်,အဖြူနှင့် အနက်သဘောကိုပေါ်အောင် စာရေးသူက ဘယ်လိုသာဓကပြထားသလဲ။,"- ဝမ်းသာစရာကို ကြိုတင်မျှော်လင့်တတ်သူသည် လက်ကိုင်ပုဝါဖြူဖြူလေးကို တယုတယကိုင်သူကဲ့သို့ ဖြစ်သည်။
- အနက်ကား အဖြူလိုမဟုတ် ခံနိုင်ရည်ရှိသည်။ ထိချင်သလိုထိ ပေချင်သလိုပေ။ စွန်းချင်သလို စွန်း၊ နက်သည်ထက်နက်၍ ပြောင်သည်ထက် ပြောင်လာမည်သာ။ ဝမ်းနည်းစရာကို ကြိုတင်မျှော်လင့်ထားတတ်သူသည် ဖဲထီးအနက်ကြီးကို အကြမ်းပတမ်း ကိုင်သူကဲ့သို့ ဖြစ်မည်။"
2.7,အဖြူနဲ့အနက်,အဖြူနှင့်အနက် ရသစာတမ်းမှ ဘာအသိအမြင် ရသလဲ။,အကောင်းဆုံးအခြေအနေတွင် ရှိစေကာမူ အဆိုဆုံးကို ကြိုတင်မျှော်လင့်ထားတတ်သည့် စိတ်ဓာတ်မျိုး မွေးမြူနိုင်အောင် အားထုတ်သင့်ကြောင်း အသိအမြင်ရစေသည်။
2.7,အဖြူနဲ့အနက်,အဖြူနှင့်အနက် ရသစာတမ်းကို စာရေးသူက ဘယ်လိုတွေးခဲ့သလဲ။,"ဝမ်းသာစရာကို မျှော်လင့်၍ ဝမ်းသာစရာဖြစ်လာသောအခါ ဝမ်းသာရသည်။ ဝမ်းနည်းစရာကို မျှော်လင့်၍ ဝမ်းသာစရာဖြစ်လာသောအခါ  ပို၍ပို၍ဝမ်းသာရသည်။
ဝမ်းနည်းစရာကို မျှော်လင့်၍ ဝမ်းနည်းစရာဖြစ်လာသောအခါ ဝမ်းနည်းရသည်။ ဝမ်းသာစရာကို မျှော်လင့်၍ ဝမ်းနည်းစရာဖြစ်လာသောအခါ ပို၍ပို၍ ဝမ်းနည်းရသည်။ ဝမ်းသာမှုသည် အဖြူ၊ ဝမ်းနည်းမှုသည် အနက်ဟုစာရေးသူက တွေ့ခဲ့သည်။
"
2.7,အဖြူနဲ့အနက်,အဖြူနှင့်အနက် ရသစာတမ်းတွင် စာရေးသူက အတွေးကို ဘယ်လိုဆက်စပ်ရေးဖွဲ့ထားသလဲ။,မိမိလက်ကိုင်ပုဝါ အဖြူလေး.မင်စွန်းသွားရာမှ အဖြူနှင့်အနက်တွင် အဖြူသည် အစွန်းအထင်းမခံ။ အနက်ကား ဘာစွန်းစွန်း ခံနိုင်ရည်ရှိ၏။ အဖြူကား ဝမ်းသာမှုခံစားချက်။ အနက်ကား ဝမ်းနည်းမှုခံစားချက်ဖြစ်ပြီး ကြိုတင်မျှော်လင့်ထားချက်ပေါ်တွင် မူတည်ကာ ခံစားချ်ပြောင်းလဲသွားပုံကို အတွေးနှင့်ဆက်စပ်ကာ ရေးဖွဲ့ထားသည်။
2.8,စိတ်ဓာတ်တည်ငြိမ်ရင့်ကျက်ခြင်း,ဆောင်းပါးဟူသည် အဘယ်နည်း။,အကြောင်းအရာတစ်ရပ်ကို ရှုထောင့်အသွယ်သွယ်မှရေးသားသည့် ဗဟုသုတပေးသည့် စာပေဖြစ်သည်။
2.8,စိတ်ဓာတ်တည်ငြိမ်ရင့်ကျက်ခြင်း,စိတ်ဓာတ်ရင့်ကျက်တည်ငြိမ်သူဖြစ်ရန် မည်သို့လုပ်ဆောင်သင့်သနည်း။,အရွယ်ရောက်ပြီး သူတို့ဘဝနှင့်ပတ်သက်သော စစ်မှန်သည့် ခံယူချက်ရှိရန် လိုအပ်၏။
2.8,စိတ်ဓာတ်တည်ငြိမ်ရင့်ကျက်ခြင်း,ဘဝနှင့်ပတ်သက်သည့် စစ်မှန်သောခံယူချက်ကား အဘယ်နည်း။,အချိန်ကိုစနစ်တကျ နားလည်အသုံးချတတ်ခြင်း၊ ကြောင်းကျိုးဆက်နွယ်မှုကို နားလည်ခြင်း၊ စစ်မှန်သော ဘဝပန်းတိုင်ရှိခြင်း၊ လက်တွေ့လုပ်ဆောင် အကောင်ထည်ဖော်တတ်ခြင်း၊ ဘဝအတွက် ဆီလျော်သော ရွေးချယ်မှုတို့ကို ပြုလုပ်နိုင်စွမ်းရှိခြင်း၊ ဓမ္မဒိဋ္ဌာန်ကျခြင်းတို့ဖြစ်သည်။
2.8,စိတ်ဓာတ်တည်ငြိမ်ရင့်ကျက်ခြင်း,စိတ်ဓာတ်မရင့်ကျက်သူတို့၏ ခံယူချက်များကား အဘယ်နည်း။,စိတ်ဓာတ်မရင့်ကျက်သူတို့၏ ခံယူချက်များကား မိမိလုပ်ချင်သည်ကို တိုင်းဆစဉ်းစားခြင်းမပြုဘဲ စိတ်လွတ်လက်လွတ် လုပ်ကိုင်တတ်ကြ၏။ အကြောင်းအမျိုးမျိုးပြကာ အလုပ်ကို ရှောင်လွှဲတတ်ကြ၏။ တာဝန်မဲ့ပြုကျင့်တတ်ကြ၏။ ကိုယ့်အားကိုယ်မကိုးတတ်ကြ။ သူများအပေါ် မှီခိုအားထားတတ်ကြ၏။
2.8,စိတ်ဓာတ်တည်ငြိမ်ရင့်ကျက်ခြင်း,ဒေါက်တာကျော်စိန်သည် ရန်ကုန်တက္ကသိုလ်ဥပစာအထက်တန်းတွင် မည်သည့်ဆု ချီးမြှင့်ခံရသနည်း။,မြန်မာစာအမှတ်အမြင့်ဆုံးရ၍ "သာဒိုးအောင်ဆု”ချီးမြှင့်ခြင်းခံရသည်။
2.8,စိတ်ဓာတ်တည်ငြိမ်ရင့်ကျက်ခြင်း,ဒေါက်တာကျော်စိန် နောက်ဆုံးတာဝန်ထမ်းဆောင်ခဲ့သည့် ရာထူးကို ဖော်ပြပါ။,ပညာရေးဝန်ကြီး
3.1,ပေါ်နွေလလျှင်,ရတုသဘောသဘာဝကို ဖော်ပြပါ။,"ရတုဟူသောဝေါဟာရမှာ သက္ကတဘာသာစကား "ရိတု”မှလာသော စကားဖြစ်သည်။ ရိတုမှ
ရတုဖြစ်လာသည်။ မြန်မာဘာသာစကား "ရတု”မှာ သဘင်အခမ်းအနား အခြေအနေဟု အဓိပ္ပာယ်ရသည်။ "လေးလုံးတစ်ပိုဒ်ရေးဖွဲ့သော ကဗျာတစ်မျိုး (မြန်မာအဘိဓာန်၊ စာ-၂၈၂)"""
3.1,ပေါ်နွေလလျှင်,ပေါ်နွေလလျှင်ရတုသည် မည်သည့်ရတုအမျိုးအစားတွင် ပါဝင်သနည်း။,စစ်ချီရတု
3.1,ပေါ်နွေလလျှင်,အချီအချဆိုတာ ဘယ်လိုအဖွဲ့မျိုးလဲ။,ရတုကဗျာ၏အစအဖွဲ့ကို အချီအဖွဲ့ဟုခေါ်ပြီး၊ ရတုအဆုံးအဖွဲ့ကို အချဟုခေါ်သည်။
3.1,ပေါ်နွေလလျှင်,ရတုကို မည်သို့ဖွဲ့စပ်ရသနည်း။,ရတုကို လေးလုံးစပ်လင်္ကာစပ်နည်းအတိုင်း ဖွဲ့စပ်ရသည်။ ရတုတစ်ပိုဒ်တွင် ၁၀၈ ပဒထက် မပိုရကြောင်း၊ ရတုတွင် အချီညီ၊ အချညီခြင်းသည် အဓိကဖြစ်ကြောင်း။
3.1,ပေါ်နွေလလျှင်,ကာရန်ဆိုတာ ဘာလဲ။,ကဗျာလင်္ကာတွင် စည်းမျဉ်းအရစပ်ထားသော စကားလုံးတို့၏ ညီညွတ်သောအသံ။(မြန်မာအဘိဓာန် စာ ၇)
3.1,ပေါ်နွေလလျှင်,ပေါ်နွေလလျှင် ရတုပထမအပိုဒ် အချီအချတွေက ဘာတွေလဲ။,"ပေါ်နွေလလျှင် (အချီ)
ငှက်သွင်ပျံကြွမတတ်သော (အချ)
"
3.1,ပေါ်နွေလလျှင်,ကောင်းကင်ပြင်သရုပ်ဖော်အဖွဲ့က ဘာတွေလဲ။,""တောင်ကခြိမ့်မြူး၊ မင်းလွင်ဦးနှင့်
ပျံ့ပျူးချုပ်ထိုင်း၊ မုန်တိုင်းဆင်ယို
တိမ်ညိုမှိုင်းထပ်၊ ပြက်လျှပ်ပြကာ
စိမ်းဝါမိုးပန်း၊ ထွေထွေစွန်းက”
"
3.1,ပေါ်နွေလလျှင်,ရာသီအခြေအနေက ဘယ်လိုရာသီလဲ။ ရာသီသဘာဝအဖွဲ့ကို ပြောပါ။,"- မိုးရာသီ
- ရာသီသဘာဝအဖွဲ့ - "မုန်တိုင်းဆင်လို၊ တိမ်ညိုမှိုင်းထပ်၊ ပြက်လျှပ်ပြကာ”"
3.1,ပေါ်နွေလလျှင်,စိတ်ခံစားချက်သရုပ်ဖော်အဖွဲ့က ဘယ်လိုအဖွဲ့မျိုးလဲ။,""တိမ်စွန်လေလျှင်၊ ဖူးရောက်ချင်သည်၊
ငှက်သွင်ပျံကြွမတတ်သော”"
3.1,ပေါ်နွေလလျှင်,ဘယ်လိုအလင်္ကာမြောက်အဖွဲ့တွေ တွေ့ရသလဲ။ ဘယ်လိုရသမျိုး ခံစားရသလဲ။,"- ကြာညွတ်ဖယောင်း၊ နေရှိန်ပြောင်းသို့ - ဥပမာအလင်္ကာ
- ငှက်သွင်ပျံကြွမတတ်သော - ဥပမာအလင်္ကာ
- ပြိုကျသွယ်ဖြည်း၊ နှင်းထက်သည်း၍ - ဝင်္ကဝုတ္တိအလင်္ကာ
- ဝမ်းနည်းလျက်ပင်၊ ပျောင်းလိမ့်ထင်သည်၊ ညက်စင်စံမျာ့ အထွတ်သော - ကရုဏာရသ
- ချစ်ဝန်လေးခဲ့၊ ရေးရေးဖူးချင်၊ မယ်သို့လျင်သည်၊ စက်ရှင်လျှံမျှ ရဟတ်သော - သိင်္ဂါရရသ"
3.2,ငါကိုလွယ် အမယ်ကြီးနှင့်,အိုင်ချင်းအစမှာ ဘာနဲ့စလေ့ရှိသလဲ။,"ချစ်တဲ့သူငယ်လေ၊ သူငယ်ချင်းကောင်း ယောင်းမတို့လေ”
3.2,ငါကိုလွယ် အမယ်ကြီးနှင့်,အိုင်ချင်းက ဘယ်လိုအကြောင်းအရာတွေရေးသလဲ။,တောမူတောရာ
3.2,ငါကိုလွယ် အမယ်ကြီးနှင့်,အိုင်ချင်းကဗျာထဲက ဘယ်ရသကို ကြိုက်သလဲ။ ဘာ့ကြောင့်လဲ။,"ဟာသရသကို ကြိုက်ပါသည်။ မိန်းမပျိုလေးက ချစ်သူအတွက် စိုးရိမ်စိတ်ကြောင့် ညီမထွေးလေးကို စေလွှတ်ကာ ကြည့်ခိုင်းလိုက်သည့်အခါ ချစ်သူမှာ ""ရွာလယ်ခေါင်တွင်၊ ခုတင်ကြီးမှာ စောင်းတီးလို့လေး” ဟူ၍ အေးအေးဆေးဆေး မြင်တွေ့လိုက်ရသဖြင့် ရွှင်ပြုံးမိစေပါသည်။"
3.2,ငါကိုလွယ် အမယ်ကြီးနှင့်,အိုင်ချင်းကဗျာအဖွဲ့တွေက ကျေးလက်ယဉ်ကျေးမှုသရုပ်ကို ပေါ်လွင်စေသလား။,ပေါ်လွင်စေပါသည်။
3.2,ငါကိုလွယ် အမယ်ကြီးနှင့်,မိန်းမပျိုလေးရဲ့စိတ်ကို ပေါ်လွင်စေတဲ့အဖွဲ့တွေက ဘာတွေလဲ။,"သူခိုးဆိုညွှန်း၊ မီးလင်းထွန်းလို့၊ ဝန်းကြသောခါ ၊ ဆင်းချခုန်၊ လမ်းဆုံရောက်ပါလိမ့်မလားရှင်”
3.2,ငါကိုလွယ် အမယ်ကြီးနှင့်,ကျေးတောသူလေးရဲ့ချစ်သူနဲ့ မိဘအကြား ဗျာများနေပုံ ပေါ်လွင်စေပါသလား။,ပေါ်လွင်စေပါသည်။
3.3,သြဝါဒထူးပျို့ ,ပျို့ဝေါဟာရ၏ အဓိပ္ပာယ်ကို ရှင်းပြပါ။,"ပုဒ်ရေပေါင်းများစွာဖွဲ့ဆိုသော လေးလုံးစပ်လင်္ကာရှည်တစ်မျိုး” (မြန်မာအဘိဓာန် စာ - ၂၁၀)
3.3,သြဝါဒထူးပျို့ ,ပျို့မှာ မည်သည့်အကြောင်းအရာတွေကို ရေးဖွဲ့လေ့ရှိသလဲ။,အများအားဖြင့် ဗုဒ္ဓဝင်၊ ငါးရာ့ငါးဆယ်၊ ဇာတ်ကြီးဆယ်ဘွဲ့၊ ဇင်းမယ်ပဏ္ဏာသ၊ သြဝါဒ၊ နီတိများ ဖြစ်သည်။
3.3,သြဝါဒထူးပျို့ ,ပျို့ကိုရေးဖွဲ့ရာတွင် မည်သည့်ကာရန်စနစ်ဖြင့် ရေးဖွဲ့လေ့ရှိသလဲ။,လေးလုံးစပ်လင်္ကာ၏ ကာရန်စနစ် ၆ နည်းဖြစ်သည့် ၄-၃-၁၊ ၄-၃-၂၊ ၄-၁၊ ၄-၂၊ ၃-၁၊ ၃-၂ တို့ဖြင့် ရေးဖွဲ့လေ့ရှိသည်။
3.3,သြဝါဒထူးပျို့ ,""ဂုဏ်အင်အထူး၊ ကျေးဇူးရှိသူ၊ ထိုထိုလူကို၊ မပြူဒေါသ၊ မာန်မထဘဲ၊ နှိမ့်ချခြင်းလျှင်၊ တန်ဆာဆင်၏”
ရဲ့ ဆိုလိုရင်းကို ဖော်ပြပါ ။
","မိမိအပေါ် ဂုဏ်ကျေးဇူး အထူးရှိသူ ကျေးဇူးရှင်အပေါ်၌ အမျက်ဒေါသမထွက်သင့်ကြောင်း၊ မာန်မာန မထားဘဲ မိမိကိုယ်ကို နှိမ့်ချကာ ဆက်ဆံခြင်းသည် ထိုသူ၏ အဆင်တန်ဆာ အရည်အချင်းဖြစ်၏။”
3.3,သြဝါဒထူးပျို့ ,သြဝါဒစကား၏ အဓိပ္ပာယ်ကို ဖော်ပြပါ။,သြဝါဒ = ဆုံးမစကား (မြန်မာအဘိဓာန်စာ - ၄၁၅)
3.3,သြဝါဒထူးပျို့ ,သြဝါဒထူးပျို့တွင် မည်သည့်စာအရေးအသားအဖွဲ့ အများဆုံးပါသနည်း။,ကျိုးကြောင်းပြအဖွဲ့၊ ဖွင့်ဆိုရှင်းပြအဖွဲ့များ အများဆုံးတွေ့ရသည်။
3.3,သြဝါဒထူးပျို့ ,"ဆံမြူခြမ်းမျှ” မည်သည့်အလင်္ကာမြောက်ကြောင်း ရှင်းပြပါ။,"အကျင့်သီလနှင့် ပတ်သက်၍ ဒေါသစိတ်ကို အနည်းငယ်မျှမဖြစ်အောင် ထိန်းသိမ်းသင့်ကြောင်း
ဆံပင်တစ်ခြမ်းမျှ၊ မြူမှုန်တစ်ခြမ်းမျှ မထွက်အောင် စောင့်ထိန်းအပ်ကြောင်း အလွန်အကြူးဖွဲ့ဆိုထားသဖြင့် အတိသယဝုတ္တိအလင်္ကာမြောက်သည်။"
3.4,ပေါင်းရှစ်ယောက် ကောက်စိုက်သူ,သံချိုကဗျာသည် မည်သည့်ခေတ်တွင် တွင်ကျယ်လာသောကဗျာဖြစ်သနည်း။,တောင်ငူခေတ်၊ ကုန်းဘောင်ခေတ်၊ ကုန်းဘောင်ခေတ်နှောင်းပိုင်း။
3.4,ပေါင်းရှစ်ယောက် ကောက်စိုက်သူ,သံချိုကဗျာကို မည်သို့ဖွဲ့ဆိုထားသနည်း။,အသံသာယာအောင် နဘေထပ်များဖြင့် ဖွဲ့ဆိုထားသောကဗျာ ဖြစ်သည်။
3.4,ပေါင်းရှစ်ယောက် ကောက်စိုက်သူ,သံချိုစပ်နည်းကို ဖော်ပြပါ။,"သံချိုစပ်နည်းသည် လေးချိုးကဲ့သို့ အချိုးလေးခုရှိပြီး အခံကာရန်၊ အအုပ်ကာရံတို့မှာ လေးချိုးကဲ့သို့ပင် ဖြစ်သည်။
"
3.4,ပေါင်းရှစ်ယောက် ကောက်စိုက်သူ,သတင်းစာ၊ အသံလွှင့်ဌာန၊ သတင်းပြန်ကြားရေးလုပ်ငန်းများ မရှိသေးသောခေတ်တွင် သဘင်သည်သာလျှင် ကြီးမားသောပြန်ကြားရေးတစ်ခုအဖြစ် တည်ရှိခဲ့သည်။,(မှန်၊ မှား)
3.4,ပေါင်းရှစ်ယောက် ကောက်စိုက်သူ,မောင်းထောင်ဦးကျော်လှလို့ ဘာကြောင့်ခေါ်သလဲ။,မုံရွာခရိုင်၊ ဘုတလင်မြို့နယ်၊ မောင်းထောင်ရွာဇာတိ ဖြစ်သောကြောင့်
3.4,ပေါင်းရှစ်ယောက် ကောက်စိုက်သူ,ကောက်စိုက်သမလေးတွေဟာ ဘာတွေလှူသလဲ။,ကြေးစည်
3.4,ပေါင်းရှစ်ယောက် ကောက်စိုက်သူ,ဘုရားမှာ ကြေးစည်ကို ဘာအတွက်လှူတာလဲ။,ဘုရားမှာဝတ်ရွတ်စဉ် တီးရန်
3.4,ပေါင်းရှစ်ယောက် ကောက်စိုက်သူ,အလှူဒါနအကျိုးကို ဘယ်လိုစိတ်ကူးယဉ်ကြသလဲ။,တာဝတိံသာနတ်ပြည်မှာ နတ်သမီးတွေဖြစ်ကြရန် စိတ်ကူးယဉ်ကြ၏။
3.4,ပေါင်းရှစ်ယောက် ကောက်စိုက်သူ,ဘယ်ရသမြောက်အဖွဲ့ကို နှစ်သက်သလဲ။ ဘာကြောင့်လဲ။,""သုဒဿနာ နတ်ရွာရောက်လျှင်ဖြင့်၊ ဗလချာနောက်အောင် စိတ်ပျော်ပိုက်ကြလိမ့်၊ ကောက်စိုက်သလို ကိုယ်တို့မကုန်းကြရစေဘု”
ဟဿရသမြောက်အဖွဲ့ကို နှစ်သက်ပါသည်။ နတ်ပြည်ရောက်လျှင် မျက်စိနောက်လောက်အောင် ပျော်ကြမည်။ ခါးကုန်းကာ ကောက်စိုက်ကြရသလို မပင်ပန်းတော့ကြောင်း ရွှင်ပြုံးဖွယ်ဟာသလေးနှင့် ရေးထားသောကြောင့် နှစ်သက်မိပါသည်။"
3.5,အညာမဂ်လာဆောင်,သခင်ကိုယ်တော်မှိုင်း ပညာဆည်းပူးခဲ့ပုံကို ဖော်ပြပါ။,ကျီးသဲလေးထပ်ဆရာတော်ဘုရားထံတွင်လည်းကောင်း၊ မန္တလေးမြတောင်ကျောင်းတိုက်၌လည်းကောင်း ပညာသင်ခဲ့သည်။
3.5,အညာမဂ်လာဆောင်,မစ္စတာမောင်မှိုင်းအမည်ဖြင့် မည်သည့်ဋီကာများ ရေးခဲ့သနည်း။,ဗိုလ်ဋီကာ၊ ဒေါင်းဋီကာ၊ ဘွိုင်းကောက်ဋီကာ
3.5,အညာမဂ်လာဆောင်,အညာမင်္ဂလာဆောင် လေးချိုးကြီး၏ ရည်ရွယ်ချက်ကို ဖော်ပြပါ။,အညာဒေသ၌ ကျင်းပပြုလုပ်လေ့ရှိသည့် ရိုးရာဓလေ့မင်္ဂလာဆောင်ပွဲတစ်ခုအကြောင်း သိရှိစေရန်။
3.5,အညာမဂ်လာဆောင်,မင်္ဂလာဆောင်တွင် အဘွားနှင့်အဘိုးက ဘာလက်ဖွဲ့လိုက်သနည်း။,အဘွားက ကျီတစ်ဆောင်၊ အဘိုးက နွားညီနောင်
3.5,အညာမဂ်လာဆောင်,မယားဘက်က မောင်တွေက ဘာလက်ဖွဲ့သလဲ။,ပလွေတိုနှစ်စင်း
3.5,အညာမဂ်လာဆောင်,ပဲခူးဘူတာတွင် မည်သည့်ပစ္စည်းများ သူခိုးခိုးခံရသနည်း။,ထန်းခေါက်ဖာတစ်လုံး
3.5,အညာမဂ်လာဆောင်,အညာမြေက အကြွေးတစ်ရာကို မည်သည်တို့နှင့် ပေးဆပ်လိုက်ရသနည်း။,နွားပြာတစ်ရှည်းနှင့် ရွာရှေ့ယာတစ်ခင်း
3.6,ကမ္ဗောဇသို့,ပညာဆည်းပူးခဲ့ပုံကို ဖော်ပြပါ။,ငယ်စဉ်က ဖျာပုံမြို့၌ ဘုန်းတော်ကြီးကျောင်း၊ မြန်မာကျောင်း၊ အင်္ဂလိပ်-မြန်မာ အစိုးရအထက်တန်းကျောင်း၊ အမျိုးသားအထက်တန်းကျောင်းတို့တွင် ပညာဆည်းပူးခဲ့ပြီး ရန်ကုန်မြို့မအထက်တန်းကျောင်းတွင် ဒသမတန်း အောင်မြင်ခဲ့သည်။ ရန်ကုန်တက္ကသိုလ်မှ ဝိဇ္ဇာဘွဲ့ရသည်။လန်ဒန်တက္ကသိုလ်နှင့် ဒပ်ဗလင်တက္ကသိုလ်တွင် စာကြည့်တိုက်ပညာသင်ကြား၍ ဒီပလိုမာဘွဲ့ ရရှိခဲ့သည်။
3.6,ကမ္ဗောဇသို့,စာပေလောကထဲသို့ ဝင်ရောက်လာပုံနှင့် ထင်ရှားသောစာပေများကို ဖော်ပြပါ။,၁၉၂၈ ခုနှစ်၊ ဟံသာကြေးမုံ လက်ရေးစာစောင်၌ "ပိတောက်ပန်း”သံချိုကဗျာ စတင်ရေးခဲ့ရာမှ စာပေ လောကထဲသို့ ရောက်ခဲ့သည်။ ပထမဆုံး ခေတ်စမ်းကဗျာဖြစ်သည်။ ပိတောက်ရွှေဝါကဗျာများ၊ ဗေဒါလမ်းကဗျာများ၊ ညီသစ်ဆင်းကဗျာများ၊ ရှေးခေတ်ပုဂံကဗျာများ၊ မဟာဆန်ချင်သူပြဇာတ်နှင့် အခြားပြဇာတ်များ၊ သခင်ကိုယ်တော်မှိုင်းဋီကာ၊ သိန်းနှင့်ကျားဋီကာ၊ ပလေးတိုးနိဒါန်း၊ ရသစာပေအဖွင့်၊ ရသစာပေနိဒါန်း၊ မိုးကြယ်မို့လားနှင့် နိုဘယ်ဆုရဝတ္ထုတိုများ၊ လမ်းသစ်နှင့် အခြားဝတ္ထုတိုများ စသည်တို့မှာ ဆရာ၏ထင်ရှားသော လက်ရာများဖြစ်သည်။
3.6,ကမ္ဗောဇသို့,ခေတ်စမ်းကဗျာလို့ ဘာကြောင့်ခေါ်သလဲ။,ခေတ်ကိုစမ်းသပ်ထားခြင်း၊ စူးစမ်းထားခြင်းဖြစ်သောကြောင့် ယင်းကဗျာများကို ခေတ်စမ်းကဗျာဟု ခေါ်သည်။
3.6,ကမ္ဗောဇသို့,ခေတ်စမ်းစာပေလှုပ်ရှားမှုမှာ ပါဝင်ခဲ့တဲ့ စာဆို ၃ ဦးကို ဖော်ပြပါ။,ဇော်ဂျီ၊ မင်းသုဝဏ်၊ သိပ္ပံမောင်ဝ
3.6,ကမ္ဗောဇသို့,သင်နှစ်သက်တဲ့ ခေတ်စမ်းကဗျာတစ်ပုဒ်ကို ဖော်ပြပါ။ ဘာကြောင့် နှစ်သက်ရသလဲ။,ဆရာဇော်ဂျီ၏ ပိတောက်ပန်းကဗျာ။ ပိတောက်ပန်းလေးကို လူကဲ့သို့ အသက်သွင်းရေးဖွဲ့ထားသောကြောင့် နှစ်သက်မိသည်။
3.6,ကမ္ဗောဇသို့,ကမ္ဗောဇသို့ကဗျာကို ခေတ်စမ်းကဗျာလို့ ဘာကြောင့်ခေါ်သလဲ။,ရှမ်းပြည်မြောက်ပိုင်း၊ သီပေါမြို့ရှိ ပေါ်ကြိုစေတီသွားရာ တောတောင်သဘာဝအလှတို့ကို အသက်သွင်းရေးဖွဲ့ထားခြင်း၊ လူ့သဘာဝအဖွဲ့များ ထည့်သွင်းထားခြင်းကြောင့် ဖြစ်သည်။
3.6,ကမ္ဗောဇသို့,ကမ္ဗောဇသို့ကဗျာ၏ ရည်ရွယ်ချက်ကို ဖော်ပြပါ။,ပြည်ထောင်စုဖွား ရှမ်းတိုင်းရင်းသားတို့မြေမှ တောတောင်ရေမြေသဘာဝရှုခင်းများကို ချစ်ခင်တတ်စေရန်၊ တိုင်းရင်းသား ညီအစ်ကို မောင်နှမများ၏ ချစ်စရာဓလေ့များကို နှစ်သက်မြတ်နိုးပြီး စည်းလုံးညီညွတ်မှု ခိုင်မြဲစေရန်။
3.6,ကမ္ဗောဇသို့,ကမ္ဗောဇသို့ခေတ်စမ်းကဗျာထဲက သရုပ်ဖော်အဖွဲ့တစ်ခုကို ထုတ်နုတ်တင်ပြပါ။,"""တက်ခဲ့လို့ခေါ်၊ မော်မေမြင့်တောင်တန်း
ဘယ်ကွေ့ညာခွေနဲ့
တက်တိုင်းလေ လိမ်ခွေကောက်
တောတောင်ပေါက်လမ်း"""
3.6,ကမ္ဗောဇသို့,ကမ္ဗောဇသို့ ခေတ်စမ်းကဗျာထဲက ဘယ်လိုရသမြောက်တဲ့အဖွဲ့တွေကို တွေ့ရသလဲ။,""ကိုကချင် ဖော်တစ်သင်းနဲ့
မော်နှင်းဆီ့ မယ်သော်မှော်
တောင်းဆုပန်သော်။
ရင်ပြင်ပေါ် စွယ်တော်နဲ့ အနန်း ။
နောင်လဲ မော်မြေသူနဲ့
အကူဘူးစေတီဦးမှာ
ဖူးခဲ့ရွှင်လန်း”..... ကို ကချင်နှင့်ဖော်ဖြေသူတို့ ချစ်သူနှစ်ဦးကြည်နူးကြရပုံ - သိင်္ဂါရရသ"
3.7,လက်ဖက်ရည်ကြမ်းဝိုင်း,ဗန်းမော်ညိုနွဲ့၏အမည်ရင်းနှင့် ပညာဆည်းပူးခဲ့ပုံထို ရှင်းပြပါ။,"- ဦးပုထွေး
- ဗန်းမော်မြို့ မြူနီစီပယ်ကျောင်းတွင် သတ္တမတန်းအထိ အထက (၃)တွင် ဒသမတန်းအထိ၊ မန္တလေးမြို့ ပေါက်မြိုင်ဘုန်းတော်ကြီးကျောင်းမှ ဆယ်တန်းအောင်ခဲ့သည်။"
3.7,လက်ဖက်ရည်ကြမ်းဝိုင်း,စာပေလောကသို့ ဝင်ရောက်လာပုံကို ရှင်းပြပါ။,၁၉၄၁ ခုနှစ်၊ ဒဂုန်မဂ္ဂဇင်းတွင် ဗန်းမော်ညိုနွဲ့ဟူသောကလောင်အမည်ဖြင့် ကဗျာများရေးသားကာ စာပေနယ်သို့ စတင်ဝင်ရောက်ခဲ့သည်။
